age,agecat,degree,educ,emailhrs,hrs1,ndegree,netcat,nethrs,sex,sphrs1,srcheng2,tvhours,usecomp,usemail,usenet,useweb,webhrs,hapmar,happy,speduc,rincome,life,income,maeduc,paeduc,marital,postlife,pres96,richwork,satjob,sibs,spdeg,spwrksta,vote96,wrkstat,zodiac,incomdol,rincdol,husbeduc,wifeduc,husbhr,wifehr,husbft,wifeft,cpldifed,prtdifed
44,3,1,13,-1,35,1,1,-1,2,35,0,5,0,0,0,0,-1,2,2,12,8,2,10,16,97,1,2,0,1,1,4,1,1,2,1,5,13750,9000,12,13,35,35,1,1,-1, 
45,3,1,13,-1,-1,1,1,-1,1,-1,0,24,0,0,0,0,-1,0,2,97,0,2,2,6,97,4,1,1,0,0,3,7,0,1,5,3,2000,-2, , , , , , , , 
46,3,1,12,-1,-1,1,1,-1,1,-1,0,-1,0,0,0,0,-1,0,2,97,0,2,14,15,16,3,0,0,0,0,3,7,0,2,8,10,23750,-2, , , , , , , ,1
25,1,1,12,1,40,1,3,2,2,-1,0,4,1,1,1,1,1,0,2,97,12,0,12,14,12,3,2,0,0,2,3,7,0,2,1,6,18750,18750, , , , , , , ,-2
35,2,1,12,-1,26,1,1,-1,1,-1,0,-1,0,0,0,0,-1,0,3,97,0,1,11,98,0,5,0,0,1,1,22,7,0,8,2,12,16250,-2, , , , , , , , 
28,1,3,16,.5,40,2,3,1.5,2,50,0,-1,1,1,1,1,1,1,2,13,11,2,18,14,10,1,0,2,1,4,1,1,1,1,1,7,45000,16250,13,16,50,40,1,1,-3,-4
50,4,1,12,5,-1,1,4,8,2,40,1,-1,1,1,1,1,3,1,2,12,0,2,24,10,7,1,0,9,0,9,5,1,1,1,7,99,-1,-2,12,12,40, ,1,0,0,-3
44,3,1,15,-1,28,1,1,-1,2,40,0,1,0,0,0,0,-1,2,2,16,6,0,14,10,8,1,2,0,0,2,3,3,1,2,2,12,23750,6500,16,15,40,28,1,0,1,-2
78,5,0,6,-1,-1,0,1,-1,1,-1,0,10,0,0,0,0,-1,0,3,97,0,0,8,98,98,2,1,1,0,0,10,7,0,1,5,9,9000,-2, , , , , , , , 
38,2,1,12,.5,60,1,2,.5,1,-1,0,2,1,1,1,0,0,0,2,97,20,2,20,12,10,5,1,0,2,2,5,7,0,2,1,10,67500,67500, , , , , , , ,-2
25,1,1,12,5,45,1,5,17,1,-1,2,-1,1,1,1,1,12,0,2,97,17,2,17,12,97,5,0,0,2,2,0,7,0,2,1,7,37500,37500, , , , , , , , 
46,3,4,18,1,75,2,4,6,1,40,2,1,1,1,1,1,5,2,2,16,20,0,23,16,12,1,1,2,0,2,0,3,1,1,1,12,110000,67500,18,16,75,40,1,1,2,-4
79,5,4,18,3,-1,2,3,3.5,2,-1,1,5,1,1,1,1,.5,0,2,97,1,2,11,8,4,5,1,2,0,1,3,7,0,1,7,5,16250,500, , , , , , , ,-4
24,1,1,12,-1,40,1,1,-1,1,-1,0,2,0,0,0,0,-1,1,2,12,17,0,17,12,20,1,1,0,0,3,4,1,7,2,1,6,37500,37500,12,12,40, ,1,0,0,8
34,2,1,12,1,40,1,2,1,2,40,0,-1,1,1,1,0,0,2,3,11,16,2,20,9,7,1,0,0,1,2,15,0,1,2,1,1,67500,32500,11,12,40,40,1,1,-1,-2
37,2,1,15,2,60,1,3,2.08333333333333,1,40,0,3,1,1,1,1,.0833333333333333,2,2,13,18,1,20,12,16,1,1,2,1,2,2,1,1,1,1,6,67500,45000,15,13,60,40,1,1,2,4
39,2,1,13,30,24,1,5,34,2,40,1,2,1,1,1,1,4,1,1,12,24,0,24,12,12,1,2,0,0,1,3,1,1,2,2,99,-1,-1,12,13,40,24,1,0,-1,0
32,2,1,12,-1,52,1,1,-1,1,40,0,3,1,0,0,0,-1,1,2,12,13,2,18,11,6,1,1,1,2,2,7,1,1,1,1,8,45000,21250,12,12,52,40,1,1,0,-5
38,2,1,12,-1,32,1,1,-1,2,-1,0,3,1,0,0,0,-1,0,3,97,13,0,14,10,14,3,1,1,0,1,2,7,0,1,1,5,23750,21250, , , , , , , ,4
42,3,1,13,-1,-1,1,1,-1,2,-1,0,1,1,0,0,0,-1,1,1,16,13,1,13,10,9,1,1,1,2,2,6,3,3,1,3,9,21250,21250,16,13, , ,0,0,3,-1
21,1,1,12,1,-1,1,3,4,2,40,0,-1,1,1,1,1,3,2,2,12,0,2,15,12,16,1,0,0,0,1,2,1,1,3,7,4,27500,-2,12,12,40, ,1,0,0,4
64,5,1,12,-1,-1,1,1,-1,2,-1,0,4,0,0,0,0,-1,0,1,97,15,2,15,12,12,2,1,3,0,1,1,7,0,1,5,10,27500,27500, , , , , , , ,0
23,1,1,13,2,70,1,5,17,1,35,1,-1,1,1,1,1,15,2,2,12,13,2,15,18,15,1,0,1,1,2,0,1,1,1,1,7,27500,21250,13,12,70,35,1,1,1,-3
50,4,1,16,-1,70,1,1,-1,1,-1,0,4,1,0,0,0,-1,0,3,97,16,0,17,19,19,3,1,0,0,2,1,7,0,2,1,12,37500,32500, , , , , , , ,0
81,5,3,16,-1,-1,2,1,-1,2,-1,0,4,0,0,0,0,-1,1,2,14,0,2,16,12,11,1,1,2,1,0,2,1,5,1,5,7,32500,-2,14,16, , ,0,0,-2,-1
48,3,1,12,-3,30,1,9,-3,2,-1,99,2,1,9,9,9,-3,0,1,97,24,0,24,10,12,5,1,1,1,1,6,7,0,1,2,6,-1,-1, , , , , , , ,2
73,5,1,13,-1,-1,1,1,-1,2,-1,0,4,0,0,0,0,-1,1,1,12,0,1,98,13,11,1,1,2,0,1,1,0,5,1,7,10,-2,-2,12,13, , ,0,0,-1,-2
42,3,1,12,-1,40,1,1,-1,1,-1,0,4,0,0,0,0,-1,0,2,97,18,0,22,12,12,5,1,1,0,2,6,7,0,1,1,2,100000,45000, , , , , , , ,0
21,1,1,12,2,23,1,4,6,2,-1,1,3,1,1,1,1,4,0,2,97,1,2,20,13,17,5,1,0,1,2,2,7,0,3,2,9,67500,500, , , , , , , ,4
38,2,3,17,1,40,2,4,5,1,-1,1,0,1,1,1,1,4,0,2,97,19,0,19,12,97,3,1,1,0,2,4,7,0,1,1,5,55000,55000, , , , , , , , 
60,5,2,14,5,60,2,4,5,1,40,0,2,1,1,1,0,0,2,2,12,19,0,20,98,98,1,1,1,0,2,2,1,1,1,1,7,67500,55000,14,12,60,40,1,1,2, 
74,5,2,15,-1,-1,2,1,-1,2,-1,0,-1,0,0,0,0,-1,0,1,97,0,2,14,6,6,5,0,1,0,0,10,7,0,1,5,7,23750,-2, , , , , , , ,0
53,4,1,12,-1,-1,1,1,-1,2,-1,0,-1,0,0,0,0,-1,0,2,97,0,1,8,12,5,3,0,0,0,1,6,7,0,2,7,2,9000,-2, , , , , , , ,-7
69,5,0,12,-1,-1,0,1,-1,1,-1,0,5,0,0,0,0,-1,0,1,97,0,2,12,8,4,2,1,0,0,0,8,7,0,2,5,3,18750,-2, , , , , , , ,-4
42,3,3,16,0,-1,2,2,.166666666666667,2,50,0,-1,1,0,1,1,.166666666666667,1,1,18,0,2,22,12,12,1,0,3,0,1,1,4,1,1,7,4,100000,-2,18,16,50, ,1,0,2,0
63,5,4,17,-1,-1,2,1,-1,2,-1,0,2,0,0,0,0,-1,0,2,97,0,1,10,12,98,3,2,3,0,1,2,7,0,1,5,11,13750,-2, , , , , , , , 
19,1,1,13,5,-1,1,4,7,2,-1,1,-1,1,1,1,1,2,0,1,97,2,1,2,18,12,5,0,0,0,1,1,7,0,3,6,5,2000,2000, , , , , , , ,-6
62,5,1,12,-1,25,1,1,-1,2,-1,0,4,1,0,0,0,-1,0,2,97,11,0,11,12,14,3,1,0,0,1,2,7,0,2,2,10,16250,16250, , , , , , , ,2
36,2,1,13,-1,30,1,1,-1,1,-1,0,2,1,0,0,0,-1,0,3,97,10,2,16,12,18,5,8,4,2,3,6,7,0,1,2,9,32500,13750, , , , , , , ,6
37,2,4,20,10,50,2,5,25,2,-1,1,3,1,1,1,1,15,0,9,97,16,0,19,15,15,5,1,1,0,2,1,7,0,1,1,10,55000,32500, , , , , , , ,0
19,1,0,11,1,13,0,2,1,2,-1,0,3,1,1,1,0,0,0,2,97,2,0,98,99,99,5,1,0,0,2,3,7,0,3,2,10,-2,2000, , , , , , , , 
40,3,1,12,-1,38,1,1,-1,1,40,0,8,0,0,0,0,-1,1,1,12,11,0,17,12,16,1,1,0,0,2,2,1,1,2,1,9,37500,16250,12,12,38,40,1,1,0,4
59,4,1,12,-1,20,1,1,-1,1,-1,0,3,0,0,0,0,-1,0,2,97,9,0,9,8,8,5,1,1,0,2,3,7,0,1,2,5,11250,11250, , , , , , , ,0
34,2,4,20,10,-1,2,5,16,1,-1,18,2,1,1,1,1,6,0,2,97,0,1,12,16,8,5,8,1,0,0,3,7,0,1,6,5,18750,-2, , , , , , , ,-8
40,3,1,12,-1,-1,1,1,-1,2,50,0,-1,0,0,0,0,-1,2,2,16,9,1,20,7,97,1,0,3,2,3,3,2,1,1,3,4,67500,11250,16,12,50, ,1,0,4, 
30,2,3,16,-1,45,2,1,-1,1,-1,0,-1,0,0,0,0,-1,0,1,97,17,1,17,12,14,5,0,3,2,1,0,7,0,1,1,10,37500,37500, , , , , , , ,2
48,3,2,14,-2,20,2,9,-2,2,40,0,2,1,9,1,1,2,1,2,12,10,0,16,12,10,1,1,3,0,1,4,1,1,1,2,3,32500,13750,12,14,40,20,1,0,-2,-2
40,3,2,14,-1,45,2,1,-1,1,15,0,2,0,0,0,0,-1,1,1,12,17,1,18,14,97,1,1,0,1,2,1,1,2,2,1,4,45000,37500,14,12,45,15,1,0,2, 
33,2,4,18,.25,45,2,3,2.25,1,35,0,1,1,1,1,1,2,2,2,19,18,2,19,16,19,1,1,3,1,2,2,4,1,1,1,99,55000,45000,18,19,45,35,1,1,-1,3
25,1,1,16,3,40,1,5,12,2,-1,0,2,1,1,1,1,9,0,2,97,15,1,19,15,97,5,1,1,1,2,0,7,0,1,1,3,55000,27500, , , , , , , , 
22,1,0,10,-1,-1,0,1,-1,2,-1,0,3,0,0,0,0,-1,0,2,97,0,3,3,11,97,5,2,0,0,2,5,7,0,3,7,8,3500,-2, , , , , , , , 
26,1,1,12,-1,99,1,1,-1,2,-1,0,-1,0,0,0,0,-1,0,2,97,3,2,3,8,11,4,0,2,1,2,7,7,0,1,2,6,3500,3500, , , , , , , ,3
19,1,0,10,-1,-1,0,1,-1,2,-1,0,-1,0,0,0,0,-1,0,2,97,0,2,5,12,97,5,0,0,0,2,2,7,0,3,7,6,5500,-2, , , , , , , , 
43,3,0,9,-1,40,0,1,-1,2,-1,0,5,0,0,0,0,-1,0,3,97,9,0,9,3,3,4,2,0,0,2,11,7,0,2,1,7,11250,11250, , , , , , , ,0
43,3,1,12,3,55,1,4,9,1,45,2,1,1,1,1,1,6,1,1,12,18,0,21,8,8,1,1,3,0,2,4,1,1,1,1,12,82500,45000,12,12,55,45,1,1,0,0
71,5,1,12,-1,-1,1,1,-1,2,-1,0,-1,0,0,0,0,-1,1,2,12,0,2,12,8,8,1,0,0,0,1,5,1,5,2,7,2,18750,-2,12,12, , ,0,0,0,0
63,5,1,13,-1,46,1,1,-1,1,50,0,1,0,0,0,0,-1,3,3,10,12,3,13,14,4,1,1,3,1,1,2,0,1,1,1,2,21250,18750,13,10,46,50,1,1,3,-10
24,1,1,12,-1,40,1,1,-1,2,40,0,-1,0,0,0,0,-1,1,2,12,3,2,13,12,98,1,0,0,2,2,1,0,1,2,1,6,21250,3500,12,12,40,40,1,1,0, 
42,3,3,16,8,50,2,4,10,2,-1,2,-1,1,1,1,1,2,0,2,97,4,1,17,14,20,3,0,1,1,1,4,7,0,1,1,1,37500,4500, , , , , , , ,6
36,2,4,16,-3,44,2,9,-3,2,-1,99,6,9,9,9,9,-3,0,2,97,14,2,14,16,97,3,1,1,1,2,2,7,0,1,1,99,23750,23750, , , , , , , , 
31,2,0,8,-1,-1,0,1,-1,2,40,0,2,1,0,0,0,-1,1,1,12,0,0,98,98,12,1,1,1,0,0,8,1,1,1,5,12,-2,-2,12,8,40, ,1,0,4, 
44,3,3,16,2,24,2,3,3,2,-1,27,4,1,1,1,1,1,0,3,97,8,3,8,97,20,5,1,0,0,3,0,7,0,2,2,3,9000,9000, , , , , , , , 
40,3,3,16,4,40,2,4,9,1,-1,0,2,1,1,1,1,5,1,2,16,15,1,15,16,16,1,1,1,0,2,3,3,7,1,1,3,27500,27500,16,16,40, ,1,0,0,0
27,1,1,14,2,40,1,4,7,1,-1,1,1,1,1,1,1,5,1,1,14,12,0,12,99,99,1,1,0,0,2,2,1,7,2,1,10,18750,18750,14,14,40, ,1,0,0, 
24,1,1,12,-3,-1,1,9,-3,1,-1,99,10,1,9,9,9,-3,0,2,97,5,0,9,16,97,2,1,0,0,4,7,7,0,2,4,5,11250,5500, , , , , , , , 
38,2,2,14,-1,-1,2,1,-1,1,40,0,4,0,0,0,0,-1,2,2,15,0,1,17,16,16,1,1,0,1,1,8,1,1,2,7,10,37500,-2,14,15, ,40,0,1,-1,0
46,3,1,12,-1,22,1,1,-1,1,-1,0,-1,0,0,0,0,-1,0,3,97,9,3,9,12,97,4,0,0,1,2,24,7,0,2,2,11,11250,11250, , , , , , , , 
40,3,1,13,.166666666666667,40,1,2,.166666666666667,2,40,0,1,1,1,1,0,0,1,1,14,12,1,18,98,97,1,1,1,1,3,12,1,1,1,1,12,45000,18750,14,13,40,40,1,1,1, 
61,5,1,11,-1,-1,1,1,-1,2,-1,0,4,0,0,0,0,-1,1,2,9,0,0,14,10,10,1,1,1,0,1,6,0,5,1,7,6,23750,-2,9,11, , ,0,0,-2,0
30,2,1,12,8,60,1,5,18,1,40,0,-1,1,1,1,1,10,1,1,14,16,1,18,12,98,1,0,0,1,1,1,1,1,2,1,5,45000,32500,12,14,60,40,1,1,-2, 
38,2,1,13,2,50,1,3,4,2,50,0,2,1,1,1,1,2,2,2,12,11,1,18,3,12,1,1,0,1,2,2,1,1,2,1,6,45000,16250,12,13,50,50,1,1,-1,9
70,5,3,17,-1,-1,2,1,-1,1,-1,0,2,0,0,0,0,-1,2,2,12,21,0,23,0,0,1,2,0,0,0,0,1,5,2,5,10,110000,82500,17,12, , ,0,0,5,0
34,2,1,14,7,50,1,5,21,1,-1,1,2,1,1,1,1,14,0,2,97,19,1,19,12,12,5,1,0,2,2,0,7,0,2,1,10,55000,55000, , , , , , , ,0
69,5,4,18,5,-1,2,5,12,2,-1,1,-1,1,1,1,1,7,0,2,97,0,2,16,12,7,2,0,1,0,0,1,7,0,1,5,5,32500,-2, , , , , , , ,-5
88,5,1,15,-1,-1,1,1,-1,2,-1,0,3,0,0,0,0,-1,0,2,97,0,2,24,12,98,2,2,2,0,2,5,7,0,1,7,10,-1,-2, , , , , , , , 
46,3,1,13,-1,65,1,1,-1,1,99,0,4,0,0,0,0,-1,2,3,20,12,0,14,10,6,1,1,2,0,9,3,4,9,1,1,9,23750,18750,13,20,65, ,1, ,-7,-4
42,3,2,15,30,70,2,5,35,1,55,10,-1,1,1,1,1,5,1,1,13,19,1,21,17,14,1,0,1,1,2,2,1,1,1,1,99,82500,55000,15,13,70,55,1,1,2,-3
48,3,4,19,-1,50,2,1,-1,1,40,0,-1,0,0,0,0,-1,2,2,16,16,1,16,10,3,1,0,2,2,2,4,3,1,1,1,1,32500,32500,19,16,50,40,1,1,3,-7
23,1,2,15,10,40,2,5,20,1,-1,1,3,1,1,1,1,10,0,1,97,10,1,10,14,16,5,1,1,1,1,5,7,0,1,1,9,13750,13750, , , , , , , ,2
30,2,3,16,-1,50,2,1,-1,1,-1,0,1,0,0,0,0,-1,0,2,97,15,0,15,14,19,5,2,0,0,1,2,7,0,9,1,5,27500,27500, , , , , , , ,5
24,1,1,13,-1,-1,1,1,-1,1,-1,0,5,0,0,0,0,-1,0,2,97,10,0,10,14,12,5,1,1,0,2,2,7,0,1,7,4,13750,13750, , , , , , , ,-2
50,4,4,16,2,60,2,4,8,1,70,2,2,1,1,1,1,6,1,2,16,14,0,17,14,12,1,1,1,1,2,0,3,1,1,1,7,37500,23750,16,16,60,70,1,1,0,-2
32,2,3,18,15,42,2,5,19,2,-1,6,-1,1,1,1,1,4,0,2,97,16,1,16,16,17,5,0,1,1,1,1,7,0,1,1,5,32500,32500, , , , , , , ,1
48,3,1,12,-1,40,1,1,-1,1,-1,0,1,1,0,0,0,-1,0,2,97,15,2,15,11,9,3,1,2,0,2,6,7,0,1,1,10,27500,27500, , , , , , , ,-2
38,2,4,18,20,45,2,5,25,1,48,1,-1,1,1,1,1,5,2,2,16,20,2,21,12,12,1,0,3,0,1,5,3,1,1,1,11,82500,67500,18,16,45,48,1,1,2,0
66,5,1,11,1,-1,1,3,3,2,-1,31,4,1,1,1,1,2,1,1,12,0,2,16,8,6,1,1,1,0,1,3,1,5,1,7,11,32500,-2,12,11, , ,0,0,1,-2
29,1,1,13,5,-1,1,5,15,1,-1,0,2,1,1,1,1,10,0,2,97,14,0,20,12,97,5,1,0,0,1,4,7,0,2,3,5,67500,23750, , , , , , , , 
30,2,1,14,20,60,1,5,22,2,-1,0,1,1,1,1,1,2,0,1,97,16,1,16,12,5,3,1,1,1,1,3,7,0,1,1,9,32500,32500, , , , , , , ,-7
47,3,1,14,.5,30,1,2,1,2,-1,0,-1,1,1,1,1,.5,0,2,97,6,1,12,14,20,3,0,2,2,3,3,7,0,1,2,11,18750,6500, , , , , , , ,6
49,3,1,12,7,45,1,4,10,2,-1,0,1,1,1,1,1,3,0,2,97,13,2,16,11,97,3,1,2,2,1,4,7,0,1,1,11,32500,21250, , , , , , , , 
23,1,3,16,5,50,2,4,7,2,-1,1,2,1,1,1,1,2,0,2,97,15,0,15,16,18,5,1,0,0,1,1,7,0,2,1,3,27500,27500, , , , , , , ,2
27,1,1,14,0,40,1,2,1,2,-1,0,-1,1,0,1,1,1,0,2,97,11,2,11,12,16,5,0,0,2,2,2,7,0,2,1,8,16250,16250, , , , , , , ,4
34,2,3,16,4,60,2,3,4,1,-1,0,1,1,1,1,0,0,0,2,97,18,2,18,12,12,5,8,0,1,2,3,7,0,2,1,12,45000,45000, , , , , , , ,0
55,4,3,16,1,45,2,2,1,2,-1,0,1,1,1,1,0,0,0,2,97,16,1,16,8,10,5,1,1,2,1,6,7,0,1,1,2,32500,32500, , , , , , , ,2
25,1,1,15,40,40,1,5,50,1,-1,18,6,1,1,1,1,10,0,1,97,13,0,13,16,12,5,1,1,0,1,2,7,0,1,1,5,21250,21250, , , , , , , ,-4
41,3,3,16,.5,80,2,4,4.5,2,-1,1,4,1,1,1,1,4,0,1,97,19,1,19,20,14,3,1,1,1,1,2,7,0,1,1,2,55000,55000, , , , , , , ,-6
81,5,1,12,-1,-1,1,1,-1,1,-1,0,-1,0,0,0,0,-1,2,2,12,0,2,15,12,7,1,0,2,1,0,4,1,5,1,5,6,27500,-2,12,12, , ,0,0,0,-5
32,2,1,13,-3,48,1,9,-3,1,16,99,-1,1,9,9,9,-3,3,2,12,17,1,17,12,14,1,0,2,0,1,1,1,2,1,1,2,37500,37500,13,12,48,16,1,0,1,2
60,5,3,16,-1,40,2,1,-1,1,-1,0,1,1,0,0,0,-1,0,2,97,16,0,16,12,6,3,8,0,0,1,0,7,0,9,1,8,32500,32500, , , , , , , ,-6
50,4,1,12,2.5,40,1,4,5,2,-1,1,-1,1,1,1,1,2.5,0,2,97,14,1,14,16,12,3,0,1,1,3,3,7,0,1,1,8,23750,23750, , , , , , , ,-4
58,4,4,20,.5,60,2,4,6.5,1,50,1,4,1,1,1,1,6,1,2,14,23,0,23,98,12,1,1,3,0,2,2,1,1,1,1,11,110000,110000,20,14,60,50,1,1,6, 
53,4,1,13,-1,40,1,1,-1,1,-1,0,5,0,0,0,0,-1,0,2,97,9,0,24,12,12,4,1,1,0,4,8,7,0,1,1,10,-1,11250, , , , , , , ,0
76,5,1,12,-1,-1,1,1,-1,2,-1,0,5,0,0,0,0,-1,1,1,10,0,0,24,98,97,1,1,1,1,9,3,0,5,1,7,12,-1,-2,10,12, , ,0,0,-2, 
52,4,1,13,2,43,1,5,14,1,40,1,2,1,1,1,1,12,1,2,14,18,0,23,98,97,1,2,0,1,3,5,1,1,2,1,6,110000,45000,13,14,43,40,1,1,-1, 
38,2,0,10,.0833333333333333,45,0,2,.583333333333333,1,-1,0,-1,1,1,1,1,.5,1,1,12,18,1,18,98,12,1,0,0,8,2,7,1,7,2,1,7,45000,45000,10,12,45, ,1,0,-2, 
34,2,1,15,3,-1,1,5,13,2,45,1,6,1,1,1,1,10,2,2,16,0,0,24,12,12,1,1,0,0,2,3,3,1,8,7,1,-1,-2,16,15,45, ,1,0,1,0
38,2,1,12,-1,20,1,1,-1,1,-1,0,-1,0,0,0,0,-1,0,2,97,24,1,24,12,12,5,0,0,1,3,1,7,0,2,2,7,-1,-1, , , , , , , ,0
64,5,3,16,-1,-1,2,1,-1,1,-1,0,-1,0,0,0,0,-1,0,1,97,0,1,17,8,8,5,0,1,0,0,5,7,0,1,5,5,37500,-2, , , , , , , ,0
23,1,1,14,-1,-1,1,1,-1,2,-1,0,4,0,0,0,0,-1,0,2,97,0,0,9,7,97,5,1,0,0,2,8,7,0,8,7,1,11250,-2, , , , , , , , 
25,1,0,11,-1,65,0,1,-1,2,-1,0,-1,1,0,0,0,-1,0,3,97,14,2,14,97,97,4,0,0,1,4,2,7,0,2,1,7,23750,23750, , , , , , , , 
43,3,0,10,-1,40,0,1,-1,1,50,0,5,0,0,0,0,-1,2,1,12,18,2,18,0,99,1,8,0,2,1,6,1,1,2,1,4,45000,45000,10,12,40,50,1,1,-2, 
48,3,1,12,-1,60,1,1,-1,1,37,0,1,1,0,0,0,-1,1,2,12,19,2,21,12,12,1,1,2,2,3,3,1,1,1,1,12,82500,55000,12,12,60,37,1,1,0,0
42,3,1,10,-1,89,1,1,-1,1,40,0,1,0,0,0,0,-1,2,2,10,16,2,18,10,10,1,8,0,1,2,6,1,1,2,1,11,45000,32500,10,10,89,40,1,1,0,0
53,4,1,12,-1,-1,1,1,-1,2,20,0,-1,0,0,0,0,-1,2,2,12,0,2,16,12,11,1,0,0,0,2,0,1,2,2,7,5,32500,-2,12,12,20, ,0,0,0,-1
38,2,1,12,2,41,1,5,42,1,-1,1,2,1,1,1,1,40,0,2,97,15,0,15,14,13,5,2,1,0,2,5,7,0,1,1,9,27500,27500, , , , , , , ,-1
25,1,3,16,-1,45,2,1,-1,1,-1,0,-1,0,0,0,0,-1,0,2,97,14,2,98,13,14,5,0,0,2,2,2,7,0,2,1,9,-2,23750, , , , , , , ,1
52,4,1,12,.75,50,1,3,1.25,2,45,0,2,1,1,1,1,.5,1,1,12,18,0,22,12,97,1,1,3,0,1,5,1,1,1,1,10,100000,45000,12,12,45,50,1,1,0, 
48,3,1,12,.333333333333333,60,1,3,3.33333333333333,2,40,0,3,1,1,1,1,3,2,2,14,0,2,18,98,11,1,1,1,2,2,5,0,1,1,1,5,45000,-2,14,12,40,60,1,1,2, 
56,4,1,14,.833333333333333,40,1,3,1.33333333333333,1,38,0,3,1,1,1,1,.5,1,2,12,16,0,19,12,10,1,2,0,0,1,5,1,1,2,1,6,55000,32500,14,12,40,38,1,1,2,-2
32,2,3,16,.5,44,2,3,2.5,1,-1,1,-1,1,1,1,1,2,0,1,97,19,1,19,11,12,5,0,3,2,2,6,7,0,1,1,9,55000,55000, , , , , , , ,1
50,4,1,14,-1,-1,1,1,-1,2,-1,0,2,0,0,0,0,-1,1,2,16,0,1,23,12,12,1,1,1,0,1,2,3,5,1,7,4,110000,-2,16,14, , ,0,0,2,0
59,4,3,16,4,50,2,4,10,1,-1,1,-1,1,1,1,1,6,1,2,18,23,1,23,14,16,1,0,2,1,1,2,4,7,1,1,1,110000,110000,16,18,50, ,1,0,-2,2
59,4,3,16,2,-1,2,4,6,2,50,1,1,1,1,1,1,4,1,1,16,0,1,23,16,16,1,2,2,0,1,1,3,1,1,7,10,110000,-2,16,16,50, ,1,0,0,0
39,2,4,19,.5,50,2,3,3.5,1,50,8,1,1,1,1,1,3,1,2,19,98,0,24,16,17,1,8,1,0,1,2,4,1,1,1,2,-1,-2,19,19,50,50,1,1,0,1
43,3,1,12,-1,-1,1,1,-1,2,-1,0,12,0,0,0,0,-1,0,3,97,0,0,98,12,97,5,2,1,0,4,3,7,0,1,7,5,-2,-2, , , , , , , , 
73,5,0,11,-1,-1,0,1,-1,2,-1,0,-1,0,0,0,0,-1,0,3,97,0,2,98,7,98,2,0,0,1,9,3,7,0,8,7,4,-2,-2, , , , , , , , 
24,1,1,12,-1,-1,1,1,-1,2,-1,99,1,1,0,0,9,-1,0,2,97,0,2,2,12,11,5,1,1,1,2,3,7,0,1,7,2,2000,-2, , , , , , , ,-1
74,5,4,18,-1,-1,2,1,-1,1,-1,0,-1,0,0,0,0,-1,0,2,97,0,1,17,12,8,3,0,2,0,0,1,7,0,1,5,6,37500,-2, , , , , , , ,-4
29,1,1,13,2,55,1,4,8,2,-1,1,2,1,1,1,1,6,0,2,97,16,2,16,13,97,5,1,1,2,2,1,7,0,1,1,2,32500,32500, , , , , , , , 
58,4,2,14,0,30,2,3,2,2,40,34,3,1,0,1,1,2,1,2,16,18,0,23,9,12,1,1,2,0,1,6,3,1,1,1,12,110000,45000,16,14,40,30,1,1,2,3
27,1,3,17,10,65,2,5,30,2,-1,1,1,1,1,1,1,20,0,1,97,21,0,21,12,20,5,8,2,0,1,3,7,0,1,1,1,82500,82500, , , , , , , ,8
56,4,3,16,-1,58,2,1,-1,1,-1,0,2,1,9,0,0,-1,0,1,97,18,1,21,9,10,3,1,2,1,1,2,7,0,1,1,1,82500,45000, , , , , , , ,1
32,2,1,9,-1,16,1,1,-1,2,-1,0,3,0,0,0,0,-1,0,2,97,0,1,12,12,97,5,1,0,1,2,2,7,0,2,2,5,18750,-2, , , , , , , , 
28,1,3,17,-1,32,2,1,-1,2,60,0,-1,1,0,0,0,-1,2,2,12,16,1,19,12,13,1,0,1,1,2,2,1,1,1,1,6,55000,32500,12,17,60,32,1,1,-5,1
40,3,1,13,-1,25,1,1,-1,1,-1,0,4,0,0,0,0,-1,0,1,97,10,3,12,98,12,3,1,0,2,4,5,7,0,2,1,7,18750,13750, , , , , , , , 
31,2,0,9,-1,38,0,1,-1,1,-1,0,2,0,0,0,0,-1,0,2,97,12,2,18,10,98,3,1,0,1,2,6,7,0,2,1,5,45000,18750, , , , , , , , 
25,1,1,13,.166666666666667,40,1,2,.166666666666667,1,-1,0,4,1,1,1,0,0,0,1,97,15,0,18,12,12,2,1,0,0,1,2,7,0,2,1,11,45000,27500, , , , , , , ,0
19,1,0,11,-1,-1,0,1,-1,2,-1,0,-1,1,0,0,0,-1,0,2,97,2,1,19,12,13,5,0,0,0,0,2,7,0,3,6,3,55000,2000, , , , , , , ,1
49,3,2,14,-1,-1,2,1,-1,1,-1,0,2,0,0,0,0,-1,0,2,97,0,3,16,6,10,3,1,0,0,0,3,7,0,2,5,12,32500,-2, , , , , , , ,4
32,2,1,12,-1,50,1,1,-1,1,-1,0,12,0,0,0,0,-1,0,3,97,13,0,13,9,98,4,1,0,0,2,1,7,0,2,1,6,21250,21250, , , , , , , , 
50,4,1,12,-1,40,1,1,-1,2,-1,0,-1,0,0,0,0,-1,0,3,97,16,1,16,12,12,2,0,1,1,1,3,7,0,1,2,3,32500,32500, , , , , , , ,0
47,3,4,18,1,50,2,3,2,1,40,1,-1,1,1,1,1,1,1,1,17,20,1,23,12,14,1,0,2,1,2,2,4,1,1,1,7,110000,67500,18,17,50,40,1,1,1,2
74,5,1,12,-1,-1,1,1,-1,2,-1,0,99,0,0,0,0,-1,0,1,97,0,1,23,12,97,2,8,1,0,0,0,7,0,1,5,1,110000,-2, , , , , , , , 
